"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"AVALANCHE - LMX LABS LLC",250114,2025-01-14,171LM1,FREX,00,171 ,    2646,       0,       0,       0,       0,       0,       0,       0,    2206,       0,    1708,     376,       0,    1708,    2582,     938,      64,     717,       0,       0,       0,       0,       0,       0,       0,     572,       0,     638,     231,       0,     638,     803,      79,     -86,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   83.4,    0.0,   64.6,   14.2,    0.0,   64.6,   97.6,   35.4,    2.4,     36,      0,      0,      0,      0,      0,      0,      0,.,      0,     28,      7,      0,     28,      8,    17.6,    92.7,    30.6,    97.6,    17.6,    92.7,    30.6,    97.6,"(10 Avalanche x $30 = $300)","171LM1","FREX","171 ","F85","FutOnly"
"AVALANCHE - LMX LABS LLC",250107,2025-01-07,171LM1,FREX,00,171 ,    1929,       0,       0,       0,       0,       0,       0,       0,    1634,       0,    1070,     145,       0,    1070,    1779,     859,     150,      39,       0,       0,       0,       0,       0,       0,       0,     -34,       0,      65,      66,       0,      65,      32,     -26,       7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   84.7,    0.0,   55.5,    7.5,    0.0,   55.5,   92.2,   44.5,    7.8,     24,      0,      0,      0,      0,      0,      0,      0,.,      0,     19,      4,      0,     19,      5,    20.9,    90.9,    35.4,    92.2,    20.9,    90.9,    35.4,    92.2,"(10 Avalanche x $30 = $300)","171LM1","FREX","171 ","F85","FutOnly"
"1K SHIB - LMX LABS LLC",250121,2025-01-21,172LM1,FREX,00,172 ,    1748,       0,       0,       0,       0,       0,       0,       0,    1457,       0,     774,     280,       0,     774,    1737,     974,      11,     189,       0,       0,       0,       0,       0,       0,       0,     167,       0,       7,      51,       0,       7,     218,     182,     -29,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   83.4,    0.0,   44.3,   16.0,    0.0,   44.3,   99.4,   55.7,    0.6,     22,      0,      0,      0,      0,      0,      0,      0,.,      0,     16,      5,      0,     16,      6,    16.0,    94.9,    27.7,    99.4,    16.0,    94.9,    27.7,    99.4,"(10,000 x 1k Shib x $0.00002 = $200)","172LM1","FREX","172 ","F85","FutOnly"
"1K SHIB - LMX LABS LLC",250114,2025-01-14,172LM1,FREX,00,172 ,    1559,       0,       0,       0,       0,       0,       0,       0,    1290,       0,     767,     229,       0,     767,    1519,     792,      40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   82.7,    0.0,   49.2,   14.7,    0.0,   49.2,   97.4,   50.8,    2.6,     23,      0,      0,      0,      0,      0,      0,      0,.,      0,     18,      4,      0,     18,      5,    15.4,    95.6,    27.5,    97.4,    15.4,    95.6,    27.5,    97.4,"(10,000 x 1k Shib x $0.00002 = $200)","172LM1","FREX","172 ","F85","FutOnly"
"STELLAR - LMX LABS LLC",250121,2025-01-21,173LM1,FREX,00,173 ,    1543,       0,       0,       0,       0,       0,       0,       0,     997,       0,     625,     372,       0,     625,    1369,     918,     174,     244,       0,       0,       0,       0,       0,       0,       0,     134,       0,      27,      81,       0,      27,     215,     217,      29,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   64.6,    0.0,   40.5,   24.1,    0.0,   40.5,   88.7,   59.5,   11.3,     22,      0,      0,      0,      0,      0,      0,      0,.,      0,     14,      7,      0,     14,      8,    15.7,    79.1,    27.7,    88.7,    15.7,    79.1,    27.7,    88.7,"(5000 Stellar)","173LM1","FREX","173 ","F85","FutOnly"
"STELLAR - LMX LABS LLC",250114,2025-01-14,173LM1,FREX,00,173 ,    1299,       0,       0,       0,       0,       0,       0,       0,     863,       0,     598,     291,       0,     598,    1154,     701,     145,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   66.4,    0.0,   46.0,   22.4,    0.0,   46.0,   88.8,   54.0,   11.2,     20,      0,      0,      0,      0,      0,      0,      0,.,      0,     12,      7,      0,     12,      8,    23.1,    80.3,    36.6,    88.8,    23.1,    80.3,    36.6,    88.8,"(5000 Stellar)","173LM1","FREX","173 ","F85","FutOnly"
"USD INDEX - ICE FUTURES U.S.",250121,2025-01-21,098662,ICUS,01,098 ,   45714,    1687,   20639,       0,   21935,     667,     466,   15090,   17058,    1087,    1255,    3251,      61,   41581,   43229,    4133,    2485,     -44,     275,    3880,       0,    -516,     462,      -9,     549,   -5831,     305,    -748,    1138,       0,    -144,     -55,     100,      11,  100.0,    3.7,   45.1,    0.0,   48.0,    1.5,    1.0,   33.0,   37.3,    2.4,    2.7,    7.1,    0.1,   91.0,   94.6,    9.0,    5.4,    111,      4,.,      0,     17,      6,.,     36,     15,      5,     15,     15,.,     75,     45,    47.2,    70.5,    61.0,    79.7,    45.1,    70.5,    58.1,    79.5,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"USD INDEX - ICE FUTURES U.S.",250114,2025-01-14,098662,ICUS,01,098 ,   45758,    1412,   16759,       0,   22451,     205,     475,   14541,   22889,     782,    2003,    2113,      61,   41725,   43284,    4033,    2474,     884,     469,    4173,       0,     334,     -73,      -8,     477,   -2717,    -533,      80,      23,       0,     819,     865,      65,      19,  100.0,    3.1,   36.6,    0.0,   49.1,    0.4,    1.0,   31.8,   50.0,    1.7,    4.4,    4.6,    0.1,   91.2,   94.6,    8.8,    5.4,    113,.,.,      0,     21,.,.,     37,     17,      6,     18,     11,.,     83,     40,    46.5,    68.3,    59.1,    81.5,    44.8,    68.3,    56.9,    81.4,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"USD INDEX - ICE FUTURES U.S.",250107,2025-01-07,098662,ICUS,01,098 ,   44874,     943,   12586,       0,   22117,     278,     483,   14064,   25606,    1315,    1923,    2090,      61,   40906,   42419,    3968,    2455,    1898,    -231,       0,       0,    2492,      58,     -21,    -577,    1687,     354,    -175,     -77,      31,    1873,    2032,      25,    -134,  100.0,    2.1,   28.0,    0.0,   49.3,    0.6,    1.1,   31.3,   57.1,    2.9,    4.3,    4.7,    0.1,   91.2,   94.5,    8.8,    5.5,    106,.,.,      0,     19,.,.,     33,     16,      4,     19,     12,.,     75,     39,    48.2,    62.5,    64.0,    78.8,    45.7,    62.5,    60.3,    78.8,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",250121,2025-01-21,1170E1,E   ,00,117 ,  364909,   49629,   29009,   50416,   55755,   49658,   44117,   45649,   80950,   60979,    7758,    1805,    9197,  323500,  326131,   41409,   38778,   56588,    8536,    7204,   13541,    9137,    5139,    6356,   11734,   18538,   -3951,   -4825,   -2217,    1609,   42137,   46219,   14451,   10369,  100.0,   13.6,    7.9,   13.8,   15.3,   13.6,   12.1,   12.5,   22.2,   16.7,    2.1,    0.5,    2.5,   88.7,   89.4,   11.3,   10.6,    184,     17,     12,     23,     15,     24,     25,     39,     45,     54,     12,      6,     14,    152,    148,    27.0,    17.9,    37.4,    30.7,    19.0,    13.0,    25.4,    21.0,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",250114,2025-01-14,1170E1,E   ,00,117 ,  308321,   41093,   21805,   36875,   46618,   44519,   37761,   33915,   62412,   64930,   12583,    4022,    7588,  281363,  279912,   26958,   28409,   15705,   -4357,   -4876,    8268,    3500,    1411,    7437,   -4281,    2169,     270,    3981,    2202,   -2493,   12325,   14388,    3380,    1317,  100.0,   13.3,    7.1,   12.0,   15.1,   14.4,   12.2,   11.0,   20.2,   21.1,    4.1,    1.3,    2.5,   91.3,   90.8,    8.7,    9.2,    168,     20,     10,     21,     16,     21,     25,     32,     39,     51,     11,.,     13,    142,    136,    22.7,    18.0,    33.0,    32.0,    16.1,    14.7,    21.3,    21.3,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",250107,2025-01-07,1170E1,E   ,00,117 ,  292616,   45450,   26681,   28607,   43118,   43108,   30324,   38196,   60243,   64660,    8602,    1820,   10081,  269038,  265524,   23578,   27092,   17210,    9117,    4456,   -4044,     -23,   -1724,    -797,    1190,    8179,   11606,     779,    -465,   -1635,   16193,   15576,    1017,    1634,  100.0,   15.5,    9.1,    9.8,   14.7,   14.7,   10.4,   13.1,   20.6,   22.1,    2.9,    0.6,    3.4,   91.9,   90.7,    8.1,    9.3,    171,     19,     10,     21,     11,     22,     24,     33,     41,     55,     13,      6,     17,    147,    141,    28.2,    18.9,    38.1,    33.7,    19.8,    15.4,    25.7,    23.3,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"BBG COMMODITY - CHICAGO BOARD OF TRADE",250121,2025-01-21,221602,CBT ,00,221 ,  186368,  152150,  164084,       0,   26865,    5332,    1615,    4410,   15053,       0,     945,     152,       0,  185985,  186236,     383,     132,   -2788,       0,   -2479,       0,   -2461,     -83,       0,    -441,    -255,       0,      91,      33,       0,   -2811,   -2784,      23,      -4,  100.0,   81.6,   88.0,    0.0,   14.4,    2.9,    0.9,    2.4,    8.1,    0.0,    0.5,    0.1,    0.0,   99.8,   99.9,    0.2,    0.1,     56,      6,      5,      0,     15,      4,.,      5,      6,      0,     11,      4,      0,     38,     20,    89.3,    91.2,    93.5,    98.0,    89.3,    91.2,    93.4,    97.1,"($100 X INDEX)","221602","CBT ","221 ","F90","FutOnly"
"BBG COMMODITY - CHICAGO BOARD OF TRADE",250114,2025-01-14,221602,CBT ,00,221 ,  189156,  152150,  166563,       0,   29326,    5415,    1615,    4851,   15308,       0,     854,     119,       0,  188796,  189020,     360,     136,    9797,    1600,    8129,       0,    7944,    -780,     762,    -666,    1700,       0,     134,     -17,       0,    9774,    9794,      23,       3,  100.0,   80.4,   88.1,    0.0,   15.5,    2.9,    0.9,    2.6,    8.1,    0.0,    0.5,    0.1,    0.0,   99.8,   99.9,    0.2,    0.1,     55,      6,      5,      0,     14,      5,.,      5,      5,      0,     11,      4,      0,     37,     20,    89.3,    91.2,    93.8,    97.9,    89.3,    91.2,    93.7,    97.1,"($100 X INDEX)","221602","CBT ","221 ","F90","FutOnly"
"BBG COMMODITY - CHICAGO BOARD OF TRADE",250107,2025-01-07,221602,CBT ,00,221 ,  179359,  150550,  158434,       0,   21382,    6195,     853,    5517,   13608,       0,     720,     136,       0,  179022,  179226,     337,     133,    3084,   -2127,    5987,       0,    5566,   -2128,    -449,     263,    -332,       0,    -165,      10,       0,    3088,    3088,      -4,      -4,  100.0,   83.9,   88.3,    0.0,   11.9,    3.5,    0.5,    3.1,    7.6,    0.0,    0.4,    0.1,    0.0,   99.8,   99.9,    0.2,    0.1,     52,      5,      4,      0,     14,      6,.,      6,      4,      0,      9,      4,      0,     35,     18,    89.7,    93.6,    94.3,    99.2,    89.7,    93.6,    94.3,    98.7,"($100 X INDEX)","221602","CBT ","221 ","F90","FutOnly"
